start_station,end_station,occurrences
Vippetangen vest,Jakob kirke,23
Ullevaal sykehus,Dokkveien,23
Henrik Ibsens gate,Vaterlandsparken,23
Marienlyst,OsloMet,23
Dronningens gate,Sofienbergparken nordvest,23
Riddervoldplass,7. juni-plassen,23
Marcus Thranes gate,St. Hanshaugen park nord,23
Ruseloekkgaarden,Schives gate,23
Fysikkbygningen,Fagerheimgata,23
Lille Schous plass,Fred Olsens gate,23
Lille Grensen,Carl Berners plass nord,23
Torshovparken vest,Fredensborg,23
Holbergs plass,Nordre gate,23
Kontraskjaeret,Annette Thommessens Plass,23
Idioten,Myraloekka Øst,23
Storo Storsenter,Lille Schous plass,23
Sjoesiden ved trappen,Pilestredet 63,23
Idioten,Dokkveien,23
Oslo Handelsgymnasium,Slottsparken Øst,23
Schives gate,Lille Grensen,23
Sentrum Scene,Skovveien,23
Bjerregaardsgate Øst,Schous plass,23
Stensgata,Huitfeldts gate,23
Georg Morgenstiernes hus,Edvard Storms gate,23
Bjoelsen Studentby,Sofienberggata,23
Olaf Ryes plass,Pilestredet 63,23
St. Hanshaugen park soer,Fred Olsens gate,23
Bjoelsen Studentby,Saga Kino,23
Toeyenparken,Carl Berners plass nord,23
Lindern,Edvard Storms gate,23
Landstads gate,Rostockgata,23
Monolittveien,Valkyrieplassen,23
Vaar Frelsers gravlund,Vestkanttorvet,23
Schives gate,Frognerbadet,23
Aker Brygge,Schives gate,23
Torshovparken vest,Sofienbergparken nordvest,23
Bogstadveien,Elgsletta,23
Soervest for Slottsparken,Slottsparken Øst,23
St. Hanshaugen park nord,St. Hanshaugen park soer,23
Schous plass,Volvat,23
The Hub,Galgeberg,23
Jordalgata,Lakkegata,23
Lakkegata,Marcus Thranes gate,23
Schives gate,Fram-gaarden,23
Sukkerbiten,Hedmarksgata,23
Bogstadveien,Frognerstranda,23
Nybrua holdeplass,Toeyen skole,23
Botanisk hage soer-vest,Hammersborg Torg,23
Aker Brygge,Sotahjoernet,23
Stavangergata,Vaterlandsparken,23
Linaaes gate,Carl Berners plass nord,23
Toeyenbekken,Arkaden Soer,23
Linaaes gate,Myraloekka Øst,23
Lille Schous plass,Mandalls gate,23
Slottsparken Øst,Thune,23
Oslo Plaza,Moelleparken,23
Bjoelsendumpa,Krebs' gate,23
Thomas Heftyes plass,Ringnes Park,23
Sinsen T-bane,Kvaernerbyen,23
Kirkeristen,Lodalen busstopp,23
Bogstadveien,The Hub,23
Parkveien,Vaterlandsparken,23
Moelleparken,Arkaden Nord,23
Enerhaugen,Nordre gate,23
Colbjoernsens gate,Dokkveien,23
Vulkan,Kjeld Stubs gate,23
Pilestredet,AHO,23
Elisenberg,Bjerregaards gate,23
Skoeyen,Alexander Kiellands Plass,23
Blindern studentparkering,Fysikkbygningen,23
Botanisk hage soer-vest,Alexander Kiellands Plass,23
Birkelunden,Over Raadhusgata,23
Thomas Heftyes plass,Elisenberg,23
Huitfeldts gate,Bogstadveien,23
Hesselbergs Gate,Soendre gate,23
Bjoervika,Bogstadveien,23
Loerenveien,Bentsebrugata,23
Sofienberggata,Sofienbergparken nord,23
Toeyenparken,Hallénparken,23
Nordre gate,Professor Aschehougs plass,23
Landstads gate,7. juni-plassen,23
Lindern,Fyrstikktorget,23
Gimle Kino,Majorstua skole,23
Fram-gaarden,Majorstuen,23
Alexander Kiellands Plass,Majorstuveien,23
Olaf Ryes plass,Huitfeldts gate,23
Bogstadveien,Arkaden Nord,23
Loerenveien,Loerenporten,23
Vippetangen vest,Linaaes gate,23
St. Hanshaugen park vest,Frogner plass,23
Jordalgata,Soendre gate,23
Sognsveien,Bislett Stadion,23
Torshovparken vest,Raadhusgata,23
Thereses gate,St. Olavs gate,23
St. Hanshaugen park vest,Kirkeveien,23
Lindern,Bjerregaardsgate Øst,23
Oscars gate,Schous plass trikkestopp,23
Majorstuen T-bane,Majorstua skole,23
Ullevaalsveien,Soendre gate,23
Nordre gate,Frognerbadet,23
Oslo Hospital,Huitfeldts gate,23
Bjoelsendumpa,Tannlegehoeyskolen,23
Frogner Stadion,Schous plass trikkestopp,23
Fagerheimgata,Hans Nielsen Hauges plass,23
Trondheimsveien,Arkaden Soer,23
Marienlystparken,Bjoelsen Studentby,23
Stensgata,Filipstadveien,23
Bjerregaardsgate Øst,Gunerius,23
Tannlegehoeyskolen,Edvard Storms gate,23
Suhms gate,Schous plass trikkestopp,23
Colosseum Kino,Bislett Stadion,23
Fagerheimgata,Universitetsgata,23
Oslo Hospital,Arkaden Soer,23
Mailundveien,Olaf Ryes plass,23
Myraloekka Øst,Koebenhavngata busstopp,23
St. Hanshaugen park soer,Henrik Ibsens gate,23
Moelleparken,Tjuvholmen,23
Torshovparken vest,Sirkustomta,23
Frognerstranda,Rostockgata,23
Sommerfrydhagen,Toeyenparken,23
Bak Niels Treschows hus soer,Sagene bussholdeplass,23
Rostockgata,Enerhaugen,23
Marienlyst,Majorstuen T-bane,23
BI Nydalen,Bjerregaardsgate Øst,23
Filipstadveien,Soendre gate,23
Uranienborgveien,Majorstua skole,23
Daelenenggata,Sofienberggata,23
Sjoesiden ved fontenen,Jess Carlsens gate,23
Colletts gate,Ila,23
Hasle Torg,Boekkerveien,23
OsloMet,Botanisk Hage soer,23
Fredensborg,Thomas Heftyes plass,23
Georg Morgenstiernes hus,Fagerheimgata,23
Hesselbergs Gate,Gunerius,23
John Colletts plass,Bjerregaards gate,23
Vaalerenga,Schous plass,23
Bogstadveien,Marienlystparken,23
St. Hanshaugen park soer,Bislettgata,23
Parkveien,Sommerfrydhagen,23
Bjoervika,Fram-gaarden,23
Edvard Storms gate,Sommerfrydhagen,23
Moelleparken,Over Raadhusgata,23
Brugata,Galgeberg,23
Drammensveien,Fram-gaarden,23
Dyvekes bru,Edvard Storms gate,23
Myraloekka Øst,Linaaes gate,23
Parkveien,Frognerstranda,23
Botanisk Hage vest,St. Olavs gate,23
Birkelunden,Kirkegata 15,23
Colosseum Kino,Colbjoernsens gate,23
OsloMet,Toeyenbekken,23
Schous plass trikkestopp,Hausmanns bru,23
Hans Nielsen Hauges plass,Bjoervika,23
Frognerbadet,Oslo Handelsgymnasium,23
Majorstua skole,Hammersborg Torg,23
Schives gate,Drammensveien,23
Storo Storsenter,Edvard Storms gate,23
Huitfeldts gate,Majorstuen,23
Forskningsveien,Sofienbergparken nord,23
Hydroparken,Sjoesiden ved trappen,23
Maritimt Museum,Frognerstranda,23
Bislett Stadion,Norsk Folkemuseum,23
Bak Niels Treschows hus soer,Stensparken,23
Torshovdalen oest,Alexander Kiellands Plass,23
Gimle Kino,Sofienbergparken nordvest,23
Hasle Torg,Spikersuppa Vest,23
Carl Berners plass nord,Bislettgata,23
OsloMet,Pilestredet 63,23
John Colletts plass,Fredensborg,23
Marcus Thranes gate,Nydalen,23
Moelleparken,Frognerveien,23
7. juni-plassen,Schives gate,23
Maritimt Museum,Frogner plass,23
Bislett Stadion,Hesselbergs Gate,23
Koebenhavngata busstopp,Carl Berners plass nord,23
Soendre gate,Landstads gate,23
Skoeyen,Bjoelsen moelle,23
Fred Olsens gate,Schous plass trikkestopp,23
Majorstuveien,Gimle Kino,23
Kirkeveien,Frogner Stadion,23
Sofienbergparken soer,Soendre gate,23
Arkitekt Rivertz Plass,Hoffsveien,23
Drammensveien,Thune,23
Moelleparken,Myraloekka Øst,23
Nydalen,Marcus Thranes gate,23
St. Hanshaugen park vest,Ullevaal sykehus,23
Lilleborgbanen,Bjoelsen moelle,23
Professor Aschehougs plass,Spikersuppa Øst,23
Finnmarksgata,Vulkan,23
Henrik Ibsens gate,Pilestredet Studenthus,23
Hallings gate,Drammensveien,23
Skippergata,Spikersuppa Vest,23
Ensjoe T-bane,Aker Brygge,23
Oslo Hospital,Birkelunden,23
Munkegata,Karenslyst allé,23
Dyvekes bru,Skippergata,23
Universitetsgata,Landstads gate,23
Carl Berners plass soer,Jernbanetorget,23
Lindern,Badebakken,23
Toeyenparken,Rostockgata,23
Jordalgata,Jernbanetorget,23
Sinsen T-bane,Sofienberggata,23
Friggfeltet,Frogner plass,23
Frognerbadet,Professor Aschehougs plass,23
Linaaes gate,Pilestredet 63,23
Hydroparken,Oslo Handelsgymnasium,23
Botanisk hage soer-vest,Paléhaven,23
Paléhaven,Frognerveien,23
Hallings gate,Grünerhagen Nord,23
Sjoesiden ved fontenen,Birkelunden,23
Saga Kino,Sjoesiden ved fontenen,23
Sofienberggata,Sjoesiden ved fontenen,23
Dokkveien,Bjoelsen moelle,23
Soendre gate,Botanisk Hage vest,23
Uelands gate,Sofienbergparken nordvest,23
Stensgata,Oslo Handelsgymnasium,23
Blindern Studenthus,Karenslyst allé,23
Bak Niels Treschows hus soer,John Colletts plass,23
Jordalgata,Spikersuppa Øst,23
Hammersborg Torg,Frogner plass,23
Vippetangen oest,Helga Helgesens plass,23
7. juni-plassen,Kontraskjaeret,23
Griffenfeldts gate,Vaar Frelsers gravlund,23
7. juni-plassen,Akerselvallmenningen,23
Torshovdalen oest,Gunerius,23
Holbergs plass,Elisenberg,23
Professor Aschehougs plass,Grünerhagen Nord,23
Alexander Kiellands Plass,Karenslyst allé,23
Kirkeveien,Griffenfeldts gate,23
Langkaia,Huitfeldts gate,23
Vulkan,Ullevaal sykehus,23
Uranienborgveien,Over Raadhusgata,23
Stjerneplassen,Frogner plass,23
Oscars gate,Arkaden Soer,23
Kirkeristen,Soervest for Slottsparken,23
Majorstua skole,Sjoesiden ved fontenen,23
Vestkanttorvet,Rostockgata,23
Kampen park Øst,Toeyenparken,23
Vestkanttorvet,Hammersborg Torg,23
Briskeby,Drammensveien,23
Hans Nielsen Hauges plass,Jess Carlsens gate,23
Jordalgata,Akerselvallmenningen,23
Frognerbadet,Skovveien,23
Bjoelsen Studentby,Drammensveien,23
Sofienbergparken soer,Kirkegata 15,23
Rolf Wickstroems vei,Nydalen,23
Hausmanns gate,Uranienborgveien,23
Bak Niels Treschows hus soer,Schous plass,23
Georg Morgenstiernes hus,Sukkerbiten,23
Blindern Studenthus,Birkelunden,23
Bislettgata,Trondheimsveien,23
Marcus Thranes gate,Schives gate,23
Bak Niels Treschows hus nord,Krebs' gate,23
Arkitekt Rivertz Plass,Badebakken,23
St. Hanshaugen park nord,Idioten,23
Bentsebrugata,Rostockgata,23
Forskningsveien,Ullevaalsalléen,23
Kjeld Stubs gate,Henrik Wergelands allé,23
Kampen park Øst,Galgeberg,23
Schous plass,Bjoelsen moelle,23
Torshovdalen oest,Galgeberg,23
Bjoelsen moelle,Sofienbergparken nord,23
Helga Helgesens plass,Bislettgata,23
Loerenveien,Badebakken,23
Rolf Wickstroems vei,Marcus Thranes gate,23
Ullevaalsveien,Vippetangen vest,23
Vaar Frelsers gravlund,Anker Hotel,23
BI Nydalen,Majorstua skole,23
Huk 2,Elisenberg,23
Mandalls gate,Vippetangen oest,23
Alexander Kiellands Plass,Colbjoernsens gate,23
Karenslyst allé,St. Olavs gate,23
Sukkerbiten,Brugata,23
Sommerfrydhagen,Sjoesiden ved fontenen,23
Bentsebrugata,Bjerregaardsgate Øst,23
Sukkerbiten,Lille Schous plass,23
Arendalsgata,Helga Helgesens plass,23
Taasen Senter,Nordre gate,23
Bjoelsen moelle,Sagene bussholdeplass,23
Bjoelsen Studentby,Professor Aschehougs plass,23
Aker Brygge,Botanisk hage soer-vest,23
Storo Storsenter,Botanisk Hage vest,23
Hydroparken,Akersgata,23
Frogner Stadion,Skippergata,23
Torggata,OsloMet,23
Ullevaalsveien,Pilestredet,23
Fred Olsens gate,Akersgata,23
Akerselvallmenningen,Oslo Plaza,23
Kontraskjaeret,Fredensborg,23
Karenslyst allé,Spikersuppa Øst,23
Hans Nielsen Hauges plass,Fredensborg,23
Via Vika,Spikersuppa Øst,23
Sofienberggata,Trelastgata,23
Huk 2,Huitfeldts gate,23
Skarpsnoparken,Bjerregaards gate,23
Universitetsgata,Hammersborg Torg,23
Majorstua skole,Sjoesiden ved trappen,23
Frogner Stadion,Vaar Frelsers gravlund,23
Filipstadveien,Huk 1,23
Lilleborgbanen,Spikersuppa Vest,23
Anker Hotel,Skippergata,23
Ila,Paléhaven,23
Vulkan,Sofienbergparken soer,23
Stensparken,Skoeyen,23
Ringnes Park,Hesselbergs Gate,23
Oslo Hospital,Enerhaugen,23
Oscars gate,Moelleparken,23
Uranienborgveien,AHO,23
Slottsparken Øst,Huk 1,23
Skarpsnoparken,Elgsletta,23
Majorstua skole,Oslo Hospital,23
Krebs' gate,Sommerfrydhagen,23
Sukkerbiten,Jenny Braatens Plass,23
Ila,Jakob kirke,23
Vaterlandsparken,Akerselvallmenningen,23
Henrik Wergelands allé,Akersgata,23
Akersgata,Sagene bussholdeplass,23
Enerhaugen,Brugata,23
Landstads gate,Henrik Ibsens gate,23
Carl Berners plass nord,Schous plass trikkestopp,23
Munkedamsveien,Hoffsveien,23
Bislettgata,Huk 2,23
Paléhaven,Akersgata,23
Oslo Handelsgymnasium,Vestkanttorvet,23
Majorstuen,Dokkveien,23
Akersgata,Toeyen skole,23
Raadhusgata,Vaar Frelsers gravlund,23
Sinsen T-bane,Sjoesiden ved trappen,23
Elisenberg,Norsk Folkemuseum,23
Uelands gate,Parkveien,23
Frogner Stadion,Edvard Storms gate,23
Botanisk Hage vest,Moelleparken,23
Pilestredet,Arkaden Soer,23
Kjeld Stubs gate,Kvaernerbyen,23
Stockfleths gate,Bislett Stadion,23
Mandalls gate,Paléhaven,23
Suhms gate,Blindern studentparkering,23
Arkitekt Rivertz Plass,Frogner Stadion,23
Sognsveien,Stockfleths gate,23
Hasle,Hedmarksgata,23
Majorstuen,Storo Storsenter,23
Stortingstunellen,Sjoesiden ved trappen,23
Lindern,Sommerfrydhagen,23
Studenterlunden,Frogner Stadion,23
Domus Athletica,Storo Storsenter,23
Pilestredet,Nordre gate,23
Aker Brygge,Finnmarksgata,23
Salt,Anker Hotel,23
Froeen T-bane,OsloMet,23
Forskningsveien,Storo Storsenter,23
Norsk Folkemuseum,Salt,23
Stockfleths gate,Hoffsveien,23
Fagerheimgata,Stockfleths gate,23
Stockfleths gate,AHO,23
St. Hanshaugen park nord,Olaf Ryes plass,23
Huk 2,Sukkerbiten,23
Stockfleths gate,Hausmanns gate,23
Bislettgata,Norsk Folkemuseum,23
Anker Hotel,Frogner Stadion,23
Hans Nielsen Hauges plass,Skraaninga,23
Blindern studentparkering,Olaf Ryes plass,23
Skraaninga,Skovveien,23
Skraaninga,Sofienberggata,23
Hallénparken,Skraaninga,23
Meltzers gate,Arkaden Nord,23
Ila,Jens Bjelkes Gate,23
7. juni-plassen,Skraaninga,23
Uranienborgparken,Skraaninga,23
Raadhusgata,Olav Kyrres plass,22
Hallénparken,Ullevaal sykehus,22
Toeyen skole,Landstads gate,22
Gunerius,Lille Grensen,22
Studenterlunden,St. Hanshaugen park vest,22
Spikersuppa Øst,Ruseloekkgaarden,22
Schous plass trikkestopp,Sofienbergparken soer,22
Spikersuppa Vest,Vaterlandsparken,22
Groenlands torg,Mandalls gate,22
Marienlyst,Stensparken,22
Parkveien,Munkedamsveien,22
Brugata,Lille Grensen,22
Schous plass,Grünerhagen Nord,22
Majorstuveien,Olav Kyrres plass,22
OsloMet,Oslo Handelsgymnasium,22
Studenterlunden,Skillebekk,22
Jernbanetorget,Kontraskjaeret,22
Huitfeldts gate,Holbergs plass,22
Anker Hotel,Kirkegata 15,22
Torggata,Edvard Storms gate,22
Hausmanns gate,Fredensborg,22
Jernbanetorget,Ila,22
Landstads gate,Studentparlamentet,22
Ruseloekkgaarden,Alexander Kiellands Plass,22
Dokkveien,Studenterlunden,22
Vulkan,Ruseloekkgaarden,22
Friggfeltet,Pilestredet 63,22
Jess Carlsens gate,Sagene bussholdeplass,22
Krohgstoetten hospital,Jordalgata,22
Krebs' gate,Vulkan,22
Loerenveien,Hesselbergs Gate,22
Brugata,Dyvekes bru,22
Bankplassen,Over Raadhusgata,22
Frognerstranda,Valkyrieplassen,22
Aker Brygge,Huitfeldts gate,22
Fred Olsens gate,Langkaia,22
Bjoelsendumpa,Raadhusgata,22
Fysikkbygningen,Gimle Kino,22
Vulkan,Griffenfeldts gate,22
Jernbanetorget,Universitetsgata,22
Hausmanns gate,Vaterlandsparken,22
Soervest for Slottsparken,Akerselvallmenningen,22
Fred Olsens gate,Jess Carlsens gate,22
AHO,Trondheimsveien,22
Fyrstikktorget,Sjoesiden ved fontenen,22
Vippetangen vest,Galgeberg,22
Linaaes gate,Holbergs plass,22
John Colletts plass,Sagene bussholdeplass,22
Spikersuppa Vest,Anker Hotel,22
Briskeby,Gimle Kino,22
Torggata,Finnmarksgata,22
Hausmanns gate,Bislett Stadion,22
St. Olavs gate,Parkveien,22
Pilestredet 63,Helga Helgesens plass,22
AHO,Bjerregaardsgate Øst,22
Kirkeveien,Vestkanttorvet,22
Koebenhavngata busstopp,Majorstua skole,22
Gimle Kino,Oscars gate,22
Ruseloekkgaarden,Henrik Wergelands allé,22
Jess Carlsens gate,Studentparlamentet,22
Pilestredet Studenthus,Vulkan,22
Trelastgata,Linaaes gate,22
Gunerius,Lille Schous plass,22
Ringnes Park,Arkitekt Rivertz Plass,22
Ringnes Park,Langkaia,22
Spikersuppa Vest,Birkelunden,22
Tjuvholmen,The Hub,22
Fagerheimgata,Lodalen busstopp,22
OsloMet,Vulkan,22
Ila,Lille Grensen,22
Mailundveien,Schous plass,22
Majorstuveien,Parkveien,22
Schous plass trikkestopp,Landstads gate,22
Linaaes gate,Frognerstranda,22
Grünerhagen Nord,Fred Olsens gate,22
Elgsletta,Groenlands torg,22
Sirkustomta,Ringnes Park,22
AHO,Bjoelsen Studentby,22
Bjoelsen Studentby,St. Hanshaugen park vest,22
Munkedamsveien,Saga Kino,22
AHO,Holbergs plass,22
Stortingstunellen,Paléhaven,22
Bankplassen,OsloMet,22
Henrik Ibsens gate,Sentrum Scene,22
Ringnes Park,Dyvekes bru,22
Hausmanns gate,Professor Aschehougs plass,22
St. Olavs gate,Grünerhagen Nord,22
Vulkan,Parkveien,22
Hausmanns gate,Mandalls gate,22
Hoffsveien,Vestkanttorvet,22
Klingenberggata,Studentparlamentet,22
Klingenberggata,Olaf Ryes plass,22
Jess Carlsens gate,Jordalgata,22
Kirkegata 15,Klingenberggata,22
Majorstua skole,Ullevaalsveien,22
Raadhusgata,Ruseloekkgaarden,22
Hausmanns bru,Ringnes Park,22
Fagerheimgata,Botanisk hage soer-vest,22
Daelenenggata,Lille Schous plass,22
Majorstuveien,Filipstadveien,22
Ruseloekkgaarden,Spikersuppa Øst,22
Sirkustomta,Vulkan,22
Over Raadhusgata,Linaaes gate,22
AHO,Fagerheimgata,22
Pilestredet 63,Jakob kirke,22
Annette Thommessens Plass,Sirkustomta,22
Hesselbergs Gate,Ullevaal sykehus,22
AHO,Chr. Michelsens Gate,22
Langkaia,Paléhaven,22
Fredensborg,Griffenfeldts gate,22
Bjoelsendumpa,Jess Carlsens gate,22
Kvaernerveien,Paléhaven,22
Loerenporten,Jakob kirke,22
Galgeberg,Brugata,22
Holbergs plass,Hammersborg Torg,22
Filipstadveien,Majorstuen,22
Lilleborgbanen,Colletts gate,22
Vulkan,Hesselbergs Gate,22
Sjoesiden ved trappen,Arkaden Soer,22
Jernbanetorget,Hallings gate,22
Over Raadhusgata,Uranienborgveien,22
Professor Aschehougs plass,Frogner Stadion,22
Colosseum Kino,Majorstuen,22
Bjoelsen Studentby,John Colletts plass,22
Stensparken,Soervest for Slottsparken,22
Edvard Storms gate,Over Raadhusgata,22
Botanisk hage soer-vest,Jordalgata,22
Filipstadveien,Skippergata,22
Stavangergata,Rostockgata,22
Jess Carlsens gate,Fredensborg,22
Elisenberg,Studenterlunden,22
Thereses gate,Jernbanetorget,22
Bankplassen,Olav Kyrres plass,22
Filipstadveien,Jernbanetorget,22
Linaaes gate,Uranienborgveien,22
Bentsebrugata,Thomas Heftyes plass,22
Sagene bussholdeplass,Oscars gate,22
Kirkeristen,Munkedamsveien,22
Mandalls gate,Sotahjoernet,22
Fagerheimgata,Galgeberg,22
Bjoervika,Klingenberggata,22
Tjuvholmen,Stjerneplassen,22
Via Vika,Jess Carlsens gate,22
Elgsletta,Botanisk Hage soer,22
Karenslyst allé,Marcus Thranes gate,22
Jess Carlsens gate,Fagerheimgata,22
Vippetangen vest,Bislettgata,22
Linaaes gate,Elgsletta,22
Arendalsgata,Henrik Wergelands allé,22
Linaaes gate,Bislett Stadion,22
Biskop Gunnerus' gate,Biskop Gunnerus' gate,22
Grünerhagen Nord,Bislett Stadion,22
Lille Grensen,Frognerveien,22
Sjoesiden ved trappen,Mandalls gate,22
Marcus Thranes gate,Hasle Torg,22
Ullevaal sykehus,Jakob kirke,22
Nordre gate,Dokkveien,22
Hydroparken,Bjoervika,22
Hausmanns gate,Sommerfrydhagen,22
Colbjoernsens gate,Karenslyst allé,22
Soendre gate,Carl Berners plass soer,22
Ullevaalsveien,Uranienborgveien,22
Enerhaugen,Mandalls gate,22
Ullevaal sykehus,Krebs' gate,22
Vippetangen oest,Slottsparken Øst,22
Dokkveien,Arkaden Nord,22
Oscars gate,Frognerstranda,22
St. Olavs gate,Universitetsgata,22
7. juni-plassen,Dyvekes bru,22
Professor Aschehougs plass,Anker Hotel,22
Frognerstranda,Henrik Ibsens gate,22
Studenterlunden,Frognerstranda,22
7. juni-plassen,Thune,22
Kirkeristen,Vippetangen oest,22
Sentrum Scene,Hesselbergs Gate,22
Professor Aschehougs plass,Over Raadhusgata,22
Sinsenveien,Botanisk Hage soer,22
Ila,Nordre gate,22
Elgsletta,Linaaes gate,22
Majorstuveien,Slottsparken Øst,22
Bjoelsendumpa,Ila,22
Adamstuen,Colletts gate,22
Ringnes Park,Salt,22
Fredensborg,Uranienborgveien,22
Krebs' gate,Linaaes gate,22
St. Hanshaugen park vest,Briskeby,22
Hallings gate,Hausmanns gate,22
AHO,Sommerfrydhagen,22
Oslo Handelsgymnasium,Langkaia,22
Suhms gate,Moelleparken,22
Fram-gaarden,Bjerregaards gate,22
Grünerhagen Nord,Sjoesiden ved trappen,22
Hydroparken,Marcus Thranes gate,22
Munkedamsveien,OsloMet,22
Carl Berners plass nord,Lilleborgbanen,22
Oslo Hospital,Marcus Thranes gate,22
Kirkegata 15,Vulkan,22
Thune,Meltzers gate,22
Daelenenggata,Sirkustomta,22
Professor Aschehougs plass,OsloMet,22
Ulven Torg,The Hub,22
Brugata,Lodalen busstopp,22
Henrik Wergelands allé,Bankplassen,22
Marcus Thranes gate,Mandalls gate,22
Klingenberggata,Bislett Stadion,22
Groenlands torg,Anker Hotel,22
Vippetangen vest,Karenslyst allé,22
Akerselvallmenningen,Hausmanns bru,22
Universitetsgata,Skovveien,22
Klingenberggata,Sjoesiden ved fontenen,22
Vaar Frelsers gravlund,Stensgata,22
Arkaden Soer,Groenlands torg,22
Marienlystparken,Via Vika,22
Pilestredet 63,Majorstua skole,22
Torshovparken vest,The Hub,22
Bjerregaardsgate Øst,7. juni-plassen,22
Botanisk Hage vest,Fred Olsens gate,22
Stensgata,Meltzers gate,22
Fred Olsens gate,Sentrum Scene,22
Uranienborgparken,Ullevaal sykehus,22
Hallénparken,Toeyenparken,22
Norsk Folkemuseum,Munkedamsveien,22
Kirkeveien,Vaar Frelsers gravlund,22
Lille Grensen,Stensparken,22
Frogner plass,Munkedamsveien,22
Oslo Hospital,Hausmanns gate,22
Uranienborgveien,Bjoelsen Studentby,22
Bjoervika,Henrik Wergelands allé,22
Filipstadveien,Sentrum Scene,22
Ullevaal sykehus,Thereses gate,22
Kvaernerbyen,Nordre gate,22
Majorstuveien,Stensparken,22
Adamstuen,Henrik Wergelands allé,22
Drammensveien,Majorstuveien,22
Myraloekka Øst,Paléhaven,22
Jakob kirke,Bjerregaards gate,22
Fram-gaarden,Bygdoey allé,22
Bentsebrugata,Ila,22
Marcus Thranes gate,7. juni-plassen,22
Skovveien,Lille Grensen,22
Sirkustomta,Moelleparken,22
Parkveien,Landstads gate,22
7. juni-plassen,Arkaden Soer,22
Bygdoey allé,Frognerveien,22
Sofienberggata,Krohgstoetten hospital,22
Skarpsnoparken,Sjoesiden ved trappen,22
Soervest for Slottsparken,Parkveien,22
Skillebekk,Arkaden Nord,22
Hydroparken,Vestkanttorvet,22
John Colletts plass,Henrik Wergelands allé,22
Sagene bussholdeplass,Adamstuen,22
Lilleborgbanen,Toeyenbekken,22
Valkyrieplassen,Thune,22
Bentsebrugata,Akerselvallmenningen,22
Norsk Folkemuseum,Vaar Frelsers gravlund,22
Bogstadveien,Suhms gate,22
Sagene bussholdeplass,Jakob kirke,22
Over Raadhusgata,Hans Nielsen Hauges plass,22
Koebenhavngata busstopp,Aker Brygge,22
Lille Schous plass,Marienlyst,22
Paléhaven,Alexander Kiellands Plass,22
Rolf Wickstroems vei,Bentsebrugata,22
Bjerregaards gate,Carl Berners plass nord,22
Stavangergata,Frogner plass,22
AHO,Trelastgata,22
Bislettgata,Skillebekk,22
Finnmarksgata,Galgeberg,22
Parkveien,Stensgata,22
Sogn Studentby,Sogn Studentby,22
Frognerveien,Oscars gate,22
Vippetangen vest,Marcus Thranes gate,22
Oslo Hospital,Oslo Plaza,22
Grünerhagen Nord,Toeyenparken,22
Daelenenggata,Over Raadhusgata,22
Ila,Filipstadveien,22
Stensparken,Sagene bussholdeplass,22
Gimle Kino,Ullevaal sykehus,22
Stjerneplassen,Saga Kino,22
Torshovparken vest,Stjerneplassen,22
AHO,Blindern studentparkering,22
Ullevaal sykehus,Filipstadveien,22
Skoeyen,Pilestredet,22
